gene_symbol	protein_MR_beta	protein_MR_se	protein_MR_p	protein_nsnp	sc_MR_beta	sc_MR_se	sc_MR_p	sc_MR_FDR	sc_nsnp	glycan_id_best	glycan_MR_beta	glycan_MR_se	glycan_MR_p	glycan_MR_FDR	glycan_nsnp	cpg_CpG_best	cpg_MR_beta	cpg_MR_se	cpg_MR_p	cpg_nsnp	cpg_MR_FDR	protein_beta_std	cpg_beta_std	glycan_beta_std	sc_beta_std	MTI_n_layers	MTI_sumsq	MTI_score	pLDDT_mean	pLDDT_sd	pLDDT_low_frac	pLDDT_high_frac	n_atoms	protein_present	sc_present	glycan_present	cpg_present	uniprot_id	pan_family_main	pan_class_main	pan_pathway_main	pan_mf_main	pan_family_pc1	pan_family_pc2	pan_family_pc3	pan_class_pc1	pan_class_pc2	pan_class_pc3	pan_pw_pc1	pan_pw_pc2	pan_pw_pc3	pan_mf_pc1	pan_mf_pc2	pan_mf_pc3	af_len	af_plddt_mean	af_plddt_sd	af_plddt_frac70	af_plddt_frac90	interpro_pc1	interpro_pc2	interpro_pc3	uniprot_pc1	uniprot_pc2	uniprot_pc3	protein_MR_beta_fixed	protein_MR_se_fixed	protein_MR_p_fixed	protein_nsnp_fixed	protein_MR_source_file	protein_MR_FDR_BH	protein_MR_sig_FDR05	protein_MR_FDR_BH_fixed	protein_MR_sig_FDR05_fixed
CXCL16	-0.014251627437998	0.0089682592523051	0.112033623029586	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.068270887868429	NA	NA	NA	1	0.0046609141303436	0.068270887868429	65.7717890382627	22.3800684249535	0.34488107549121	0.456049638055843	1934	1	0	0	0	Q9H2A7	C-X-C MOTIF CHEMOKINE 16	chemokine	NA	low-density lipoprotein particle receptor activity	2.20083278828081e-12	-0.051400261536872	-4.98525072538749e-14	-0.0660075869869982	-0.0575041432523364	0.0372422746706045	NA	NA	NA	0.313190393668943	-0.151873941591038	-0.522309789314759	254	64.56889763779527	22.283455842768397	0.4330708661417323	0.2401574803149606	-0.0060781553450203	2.451998275911e-4	-0.0041963737147127	-0.0265874470169444	-0.0081436699093355	0.0255870000274445	-0.014251627437998	0.0089682592523051	0.112033623029586	84	CXCL16_Q9H2A7_OID20282_v1_Cardiometabolic_MR_LDaware_overlap.tsv	0.12185184235690609	FALSE	0.123097524391014	FALSE
CXCL17	-0.116166126328435	0.0082160054144942	2.1835558450886298e-45	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.556481329531052	NA	NA	NA	1	0.309671470116647	0.556481329531052	59.7055647668394	13.9892077926217	0.267357512953368	0.267357512953368	965	1	0	0	0	Q6UXB2	C-X-C MOTIF CHEMOKINE 17	chemokine	NA	protein binding	2.20078595074696e-12	-0.051400261536872	-4.9849037806923e-14	-0.0660075869869982	-0.0575041432523364	0.0372422746706045	NA	NA	NA	0.268068050567278	-0.125575943886502	-0.418314854969649	119	59.64310924369747	14.16027683036019	0.2773109243697479	0	-0.0060724013223392	2.444921941809e-4	-0.0041838700935091	-0.0137121598287011	0.0388896749050895	0.0059340462191331	-0.116166126328435	0.0082160054144942	2.1835558450886298e-45	84	CXCL17_Q6UXB2_OID20622_v1_Inflammation_MR_LDaware_overlap.tsv	6.109462612404202e-45	TRUE	7.509163477655443e-45	TRUE
CXCL3	-0.150486632254631	0.0093579320426144	3.45704958943252e-58	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.720890020529238	NA	NA	NA	1	0.519682421698645	0.720890020529238	82.5009481668774	14.5086140013125	0.0214917825537295	0.768647281921618	791	1	0	0	0	P19876	C-X-C MOTIF CHEMOKINE 3	cytokine	NA	cytokine activity	2.20072003125487e-12	-0.051400261536872	-4.9849037806923e-14	-0.0689685370215881	-0.0733939672832703	0.0519674096720891	NA	NA	NA	0.283030636387196	-0.121761713836079	-0.444022544394646	107	81.86710280373836	14.89511348143898	0.7476635514018691	0.4859813084112149	-0.0070262304765742	4.103435233764e-4	-0.0071740712123406	-0.010710441470965	0.0364363399112637	0.0016764726537744	-0.150486632254631	0.0093579320426144	3.45704958943252e-58	84	CXCL3_P19876_OID20788_v1_Inflammation_MR_LDaware_overlap.tsv	1.133775802850073e-57	TRUE	1.4670300180796974e-57	TRUE
CXCL5	0.0355507639607555	0.0087801638716253	5.14399372067039e-5	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.170302109745767	NA	NA	NA	1	0.0290028085838594	0.170302109745767	81.2797005988024	16.0195498004636	0.0407185628742515	0.701796407185629	835	1	0	0	0	P42830	C-X-C MOTIF CHEMOKINE 5	cytokine	NA	cytokine activity	2.20074952155397e-12	-0.051400261536872	-4.98386294660671e-14	-0.0689685370215881	-0.0733939672832703	0.0519674096720891	NA	NA	NA	0.273375375920165	-0.104550898457023	-0.392112346526055	114	80.67324561403507	16.05871100415947	0.6842105263157895	0.4912280701754385	-0.0070262304765742	4.103435233764e-4	-0.0071740712123406	-0.0101618688963048	0.035391613848274	0.0019512467262687	0.0355507639607555	0.0087801638716253	5.14399372067039e-5	84	CXCL5_P42830_OID20207_v1_Cardiometabolic_MR_LDaware_overlap.tsv	6.494590636777178e-5	TRUE	6.670565804277762e-5	TRUE
CXCL6	0.115627792077372	0.0086606223674286	1.1690151590855199e-40	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.553902497222254	NA	NA	NA	1	0.306807976429049	0.553902497222254	81.776714801444	15.8144906683105	0.0348977135980746	0.728038507821901	831	1	0	0	0	P80162	C-X-C MOTIF CHEMOKINE 6	cytokine	NA	cytokine activity	2.2007078881905397e-12	-0.051400261536872	-4.9849905168661e-14	-0.0689685370215881	-0.0733939672832703	0.0519674096720891	NA	NA	NA	0.29693641864983	-0.146824150453491	-0.488095676344144	114	81.01298245614032	15.971359834547728	0.7017543859649122	0.5087719298245614	-0.0070262304765742	4.103435233764e-4	-0.0071740712123406	-0.0106278804887527	0.0366240534066951	0.0020677735502819	0.115627792077372	0.0086606223674286	1.1690151590855199e-40	84	CXCL6_P80162_OID20613_v1_Inflammation_MR_LDaware_overlap.tsv	3.0698194388277347e-40	TRUE	3.698389655028024e-40	TRUE
CXCL8	-0.0316156221232033	0.0092542327435647	6.346852983846e-4	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.151451236166123	NA	NA	NA	1	0.0229374769362468	0.151451236166123	88.7581981981982	12.6776782118064	0	0.868725868725869	777	1	0	0	0	P10145	INTERLEUKIN-8	cytokine	CCKR signaling map	cytokine activity	2.20065931593321e-12	-0.0514002615368728	-4.9830823210425205e-14	-0.0689685370215881	-0.0733939672832703	0.0519674096720891	-0.640100450369099	0.350112673024018	0.200647998889195	0.312350870190939	-0.16050121960836	-0.5249119045063	99	88.03323232323235	13.013917866613234	0.8585858585858586	0.6464646464646465	-0.0070262304765742	4.103435233764e-4	-0.0071740712123406	-0.0106881616417109	0.0364911798377165	0.0016417646680271	-0.0206756891220746	0.0092667212397136	0.0256694509727201	84	CXCL8_P10145_OID20997_v1_Neurology_MR_LDaware_overlap.tsv	7.67938401079425e-4	TRUE	0.0293491822865988	TRUE
CXCL9	-0.21146037308055	0.0085514061770448	5.3289821772160495e-135	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.01297816561688	NA	NA	NA	1	1.02612476401654	1.01297816561688	87.5068705402651	9.23675050493222	0	0.926605504587156	981	1	0	0	0	Q07325	C-X-C MOTIF CHEMOKINE 9	cytokine	NA	cytokine activity	2.20075125627744e-12	-0.051400261536872	-4.98429662747571e-14	-0.0689685370215881	-0.0733939672832703	0.0519674096720891	NA	NA	NA	0.301043337993553	-0.146494302519402	-0.502574825708544	125	87.46608000000002	9.170454199961965	0.928	0.552	-0.0070262304765742	4.103435233764e-4	-0.0071740712123406	-0.0108643853775109	0.0353839896298411	0.0078206080243227	-0.21146037308055	0.0085514061770448	5.3289821772160495e-135	84	CXCL9_Q07325_OID20675_v1_Inflammation_MR_LDaware_overlap.tsv	3.464996889576783e-134	TRUE	5.879643668861707e-134	TRUE
CYB5A	0.0025422427190387	0.0096528631493591	0.792267953917463	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0121783402184002	NA	NA	NA	1	1.483119704751e-4	0.0121783402184002	80.6364754856614	16.6827755948397	0.123959296947271	0.785383903792785	1081	1	0	0	0	P00167	CYTOCHROME B5	oxidoreductase	NA	protein binding	2.2007182965313996e-12	-0.0514002615368724	-4.98342926573772e-14	-0.0736846364649363	-0.130932117941438	0.121119101869016	NA	NA	NA	0.171195366594166	-0.160037877683869	-0.0247337926489743	134	80.31253731343278	16.901145800889832	0.7835820895522388	0.4477611940298507	-0.0061184015169673	2.531558583996e-4	-0.0042868430270474	0.0067506654840458	-0.003066004939351	-0.0254558774030796	0.0025422427190387	0.0096528631493591	0.792267953917463	84	CYB5A_P00167_OID31171_v1_Oncology_II_MR_LDaware_overlap.tsv	0.8019199492951375	FALSE	0.8028800390254275	FALSE
CYB5R2	-0.112626590017109	0.0091405397790806	6.92570173469257e-35	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.539525561660466	NA	NA	NA	1	0.291087831685041	0.539525561660466	95.7276070301938	7.69752044537149	0.0099143758449752	0.980171248310049	2219	1	0	0	0	Q6BCY4	NADH-CYTOCHROME B5 REDUCTASE 2	reductase	NA	cytochrome-b5 reductase activity, acting on NAD(P)H	2.20075819517134e-12	-0.0514002615368731	-4.9824751678259305e-14	-0.0668784976229049	-0.0601431157109851	0.0392735810630563	NA	NA	NA	0.266567671354941	-0.130123200011058	-0.408819388807003	276	95.80260869565224	7.5105340808902685	0.9818840579710144	0.9528985507246376	-0.0061871649041328	0.00025929513880280003	-0.0044844233019585	0.020305068828031	-0.0024317433654569	0.0156149447730382	-0.112626590017109	0.0091405397790806	6.92570173469257e-35	84	CYB5R2_Q6BCY4_OID31512_v1_Oncology_II_MR_LDaware_overlap.tsv	1.6827598609638892e-34	TRUE	1.986918547504434e-34	TRUE
CYP24A1	-0.0017160323197136	0.0096717083509645	0.859172178814985	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0082204681947697	NA	NA	NA	1	6.75760973412213e-5	0.0082204681947697	89.0306768189509	17.0810548218233	0.0819434372733865	0.909354604786077	4137	1	0	0	0	Q07973	1,25-DIHYDROXYVITAMIN D(3) 24-HYDROXYLASE, MITOCHONDRIAL	oxygenase	Vitamin D metabolism and pathway	monooxygenase activity	2.19692272156596e-12	-0.0514002615368821	-4.95801556681466e-14	-0.0661561793601575	-0.0579426601994272	0.0375775038991066	-0.552840222056623	-0.948987942326186	-0.344653641456505	0.308806146725043	-0.349623693667938	-0.568811618975105	514	88.607373540856	17.4449437867905	0.9027237354085604	0.7723735408560312	-0.0060954830276278	2.473475203211e-4	-0.0042343370443098	0.0168661146595392	2.385530789969e-4	0.0138095165934921	-0.0017160323197136	0.0096717083509645	0.859172178814985	84	CYP24A1_Q07973_OID30091_v1_Cardiometabolic_II_MR_LDaware_overlap.tsv	0.8652471336146869	FALSE	0.8657107798714156	FALSE
CYTH3	-0.0711950646528601	0.0096250107672409	1.3941979772847e-13	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.341052297139179	NA	NA	NA	1	0.116316669383911	0.341052297139179	NA	NA	NA	NA	NA	1	0	0	0	O43739	CYTOHESIN-3	guanyl-nucleotide exchange factor	NA	guanyl-nucleotide exchange factor activity	2.20068880623231e-12	-0.0514002615368724	-4.98394968278051e-14	-0.0662684040668784	-0.0582769811526927	0.0378336948233906	NA	NA	NA	0.257774059060972	-0.126480925430474	-0.404658383781535	400	84.20262500000003	14.890292084421146	0.84	0.47	-0.0067051165939386	0.0038551525203834	-0.003972760108944	0.0119512136255793	-0.0194549236452306	0.008161981439583	-0.0711950646528601	0.0096250107672409	1.3941979772847e-13	84	CYTH3_O43739_OID31208_v1_Oncology_II_MR_LDaware_overlap.tsv	2.2122260743016116e-13	TRUE	2.3756989986164e-13	TRUE
CYTL1	-0.0346648877939242	0.008078919678124	1.78044570021684e-5	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.166058415282509	NA	NA	NA	1	0.0275753972861382	0.166058415282509	NA	NA	NA	NA	NA	1	0	0	0	Q9NRR1	CYTOKINE-LIKE PROTEIN 1	cytokine	NA	signaling receptor binding	2.20068880623231e-12	-0.0514002615368724	-4.98394968278051e-14	-0.0689685370215881	-0.0733939672832703	0.0519674096720891	NA	NA	NA	0.260648267929117	-0.1093926785271	-0.388263660282817	136	85.53161764705882	14.69454586795968	0.8676470588235294	0.5882352941176471	-0.0060724013223392	2.444921941809e-4	-0.0041838700935091	-1.900139395476e-4	0.0309527573209465	0.011347639575445	-0.0346648877939242	0.008078919678124	1.78044570021684e-5	84	CYTL1_Q9NRR1_OID30374_v1_Cardiometabolic_II_MR_LDaware_overlap.tsv	2.2857435583722342e-5	TRUE	2.3551627303133753e-5	TRUE
DAAM1	-0.102198388028868	0.0094065486903393	1.69966539865543e-27	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.489570382035833	NA	NA	NA	1	0.239679158966712	0.489570382035833	80.5180027675276	19.3844715747374	0.132956642066421	0.787361623616236	8672	1	0	0	0	Q9Y4D1	DISHEVELED-ASSOCIATED ACTIVATOR OF MORPHOGENESIS 1	NA	NA	actin binding	2.20063329508107e-12	-0.0514002615368724	-4.9830823210425205e-14	NA	NA	NA	NA	NA	NA	0.245486176291121	-0.094950979423497	-0.301657126959749	1078	80.03212430426716	19.780813956329045	0.7764378478664193	0.4564007421150278	-0.0064046232642463	3.040823166379e-4	-0.0049848981133006004	0.0217469774176037	-0.0133007290878496	0.004689927850453	-0.102198388028868	0.0094065486903393	1.69966539865543e-27	84	DAAM1_Q9Y4D1_OID30664_v1_Inflammation_II_MR_LDaware_overlap.tsv	3.5675082157041345e-27	TRUE	4.080429714995086e-27	TRUE
DAB2	-0.0618606149049869	0.0093099016909376	3.04032287424379e-11	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.296336619942101	NA	NA	NA	1	0.0878153923187091	0.296336619942101	54.3318709122202	22.4213935444935	0.63631669535284	0.208433734939759	5810	1	0	0	0	P98082	DISABLED HOMOLOG 2	NA	NA	protein binding	2.20065237703931e-12	-0.0514002615368724	-4.98351600191152e-14	NA	NA	NA	NA	NA	NA	0.225884340597792	-0.179906424921661	-0.297234882103084	770	53.6851948051948	22.14081553950211	0.2	0.1818181818181818	-0.0065038129892433	0.0022249193652161	-0.0042931919835873	0.0198503187242716	-0.0087566493918271	-0.0066805753418253	-0.0618606149049869	0.0093099016909376	3.04032287424379e-11	84	DAB2_P98082_OID21428_v1_Oncology_MR_LDaware_overlap.tsv	4.6207346122272236e-11	TRUE	4.924021388989331e-11	TRUE
DAG1	-0.176358364505659	0.0092878146593584	2.13749742590284e-80	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.844825770264222	NA	NA	NA	1	0.713730582102536	0.844825770264222	68.4358850976961	23.6302309195567	0.376494604841062	0.52522601341499	6858	1	0	0	0	Q14118	DYSTROGLYCAN 1	cell adhesion molecule	NA	virus receptor activity	2.20071482708445e-12	-0.0514002615368724	-4.98351600191152e-14	-0.068160233025804	-0.064352190379617	0.0425839198956054	NA	NA	NA	0.342044790270848	-0.0929347581880855	-0.517548591337141	895	68.17016759776533	23.65418320982289	0.5206703910614525	0.3150837988826815	0.0090662820019129	-6.756260204331146e-5	-0.0039241494106192	-0.020832039929007	-0.0217350568589253	-0.0126831901342333	-0.176358364505659	0.0092878146593584	2.13749742590284e-80	84	DAG1_Q14118_OID20774_v1_Inflammation_MR_LDaware_overlap.tsv	9.017284627468822e-80	TRUE	1.2747957621150271e-79	TRUE
DAND5	-0.0105463964785969	0.0096363618173668	0.273763110911314	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.0505213776137995	NA	NA	NA	1	0.0025524095959961	0.0505213776137995	NA	NA	NA	NA	NA	1	0	0	0	Q8N907	DAN DOMAIN FAMILY MEMBER 5	NA	NA	morphogen activity	2.20069574512621e-12	-0.0514002615368723	-4.9846435721709e-14	NA	NA	NA	NA	NA	NA	0.264798357057435	-0.108423065389001	-0.401842816162507	189	69.28227513227515	22.858743817144617	0.492063492063492	0.328042328042328	-0.0063417086754821	2.721192610218e-4	-0.0048427814860226	-0.0106922827943021	0.0172127892215482	0.0329488323858368	-0.0105463964785969	0.0096363618173668	0.273763110911314	84	DAND5_Q8N907_OID30420_v1_Inflammation_II_MR_LDaware_overlap.tsv	0.2898497220303505	FALSE	0.2916028631106836	FALSE
DAPK2	-0.147405935691908	0.0091691815937987	3.74444148058572e-58	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.706132275106455	NA	NA	NA	1	0.498622789947018	0.706132275106455	86.4125008269931	19.7584076525122	0.118094608005293	0.827654647700959	3023	1	0	0	0	Q9UIK4	DEATH-ASSOCIATED PROTEIN KINASE 2	non-receptor serine/threonine protein kinase	NA	nucleotide binding	2.20069574512621e-12	-0.0514002615368724	-4.98403641895431e-14	-0.0688756783083185	-0.0712040074130946	0.0488250719104271	NA	NA	NA	0.168469007984772	-0.0872511798897766	-0.0723874953176545	370	86.43686486486483	19.68664141419068	0.827027027027027	0.745945945945946	-0.0020083231540435	0.0685367663120683	0.0393479074377428	0.0231003391052429	-0.0091379005464764	0.0035284534258034	-0.147405935691908	0.0091691815937987	3.74444148058572e-58	84	DAPK2_Q9UIK4_OID30505_v1_Inflammation_II_MR_LDaware_overlap.tsv	1.226683950540185e-57	TRUE	1.586444966494558e-57	TRUE
DAPP1	-0.141396042985629	0.009338719365978	8.709592275396941e-52	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.677342530718547	NA	NA	NA	1	0.458792903920206	0.677342530718547	85.4345354469397	18.4860585984238	0.115367679436372	0.869220607661823	2271	1	0	0	0	Q9UN19	DUAL ADAPTER FOR PHOSPHOTYROSINE AND 3-PHOSPHOTYROSINE AND 3-PHOSPHOINOSITIDE	NA	NA	protein binding	2.20064023397498e-12	-0.0514002615368724	-4.98282211252113e-14	NA	NA	NA	NA	NA	NA	0.269496105939057	-0.138758594826747	-0.43061675615895	280	85.0786785714285	18.4848626884532	0.8642857142857143	0.625	-0.0068846451557533	0.0091334893153339	-0.0013134660996488	0.0156131153197766	-0.0125581597714439	0.0083676939461774	-0.141396042985629	0.009338719365978	8.709592275396941e-52	84	DAPP1_Q9UN19_OID20524_v1_Inflammation_MR_LDaware_overlap.tsv	2.623402869658837e-51	TRUE	3.3041547772566044e-51	TRUE
DARS1	-0.0594015952189817	0.0093054809135193	1.73078570994897e-10	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.284556950709244	NA	NA	NA	1	0.0809726581969432	0.284556950709244	NA	NA	NA	NA	NA	1	0	0	0	P14868	ASPARTATE--TRNA LIGASE, CYTOPLASMIC	aminoacyl-tRNA synthetase	NA	nucleotide binding	2.20075472572439e-12	-0.0514002615368719	-4.98316905721632e-14	-0.0661189202216769	-0.0578322620436971	0.0374930226110741	NA	NA	NA	0.266856931729479	-0.196404148279481	-0.377264348506732	501	93.34143712574856	11.920458031936386	0.9321357285429142	0.8762475049900199	-0.0062381765721871	2.678228055481e-4	-0.0045696545320924	0.025288912031648	-0.0061042473353177	-0.0054494026195	-0.0594015952189817	0.0093054809135193	1.73078570994897e-10	84	DARS1_P14868_OID20903_v1_Neurology_MR_LDaware_overlap.tsv	2.5832235820645557e-10	TRUE	2.742741208823981e-10	TRUE
DBF4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cg24109202	1.76531992488617	0.0132477440810039	0	66	0	NA	0.637848139336343	NA	NA	1	0.406850248854835	0.637848139336343	NA	NA	NA	NA	NA	0	0	0	1	Q9UBU7	PROTEIN DBF4 HOMOLOG A	kinase activator	NA	nucleic acid binding	2.2011537121238698e-12	-0.051400261536873	-4.9830823210425205e-14	-0.0659706232343072	-0.057395783673635	0.0371595787479168	NA	NA	NA	0.0574203543855468	-0.214182202366054	0.628667452366775	674	54.590103857566746	25.45819512941507	0.2982195845697329	0.2255192878338278	-0.0060839202827176	2.459115690962e-4	-0.0042089522948269	0.0177787659706112	-0.0115569521290763	0.0015970831348043	NA	NA	NA	NA	NA	NA	NA	NA	NA
DBH	-0.0287311159393505	0.0057275820064761	5.26834092583927e-7	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.137633319644635	NA	NA	NA	1	0.0189429306764023	0.137633319644635	90.5773190789473	11.8415646565162	0.0267269736842105	0.932771381578947	4864	1	0	0	0	P09172	DOPAMINE BETA-HYDROXYLASE	hydroxylase	Dopamine receptor mediated signaling pathway	catalytic activity	2.20074952155397e-12	-0.0514002615368724	-4.98334252956392e-14	-0.0658969154038639	-0.0571805635162763	0.0369954959341821	2.52609732577089	-1.47257396371673	0.141541380855673	0.202485419546801	-0.24603777793739	-0.166340605387532	617	90.04374392220424	12.453364925856937	0.9238249594813616	0.706645056726094	-0.00617213088663	2.483872849784e-4	-0.0043898504534627	-0.0192179055573616	0.0136618895728895	-0.0124442000823887	-0.0287311159393505	0.0057275820064761	5.26834092583927e-7	84	DBH_P09172_OID30703_v1_Inflammation_II_MR_LDaware_overlap.tsv	7.123692454423715e-7	TRUE	7.400831178579517e-7	TRUE
DBI	-0.104607526958809	0.009199307262094	5.8155749077585886e-30	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.501111102873577	NA	NA	NA	1	0.251112337423173	0.501111102873577	97.2592067988668	2.96007301898804	0	1	706	1	0	0	0	P07108	ACYL-COA-BINDING PROTEIN	transfer/carrier protein	NA	fatty-acyl-CoA binding	2.2006749284445e-12	-0.0514002615368719	-4.98568440625649e-14	-0.0811990737410256	-0.219155046838696	0.253495489844974	NA	NA	NA	0.212788033334412	0.372739439349639	-0.353566640794122	87	97.20793103448275	2.9869355910579687	1	0.9540229885057472	-0.0061628797553314	2.856133715883e-4	-0.004389580620243	0.0147296810631955	0.0111460812367509	-0.0158252901331793	-0.104607526958809	0.009199307262094	5.8155749077585886e-30	84	DBI_P07108_OID21143_v1_Neurology_MR_LDaware_overlap.tsv	1.2837184169081874e-29	TRUE	1.4764757771567348e-29	TRUE
DBN1	-0.184420736331549	0.0094043203768684	1.26498240542802e-85	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.883447695042536	NA	NA	NA	1	0.780479829875969	0.883447695042536	62.9321688906591	23.9685846452512	0.439753037243577	0.411272654849632	5021	1	0	0	0	Q16643	DREBRIN	NA	NA	actin binding	2.20070094929664e-12	-0.0514002615368724	-4.98403641895431e-14	NA	NA	NA	NA	NA	NA	0.237523656473762	-0.156615961549271	-0.334658983069598	649	61.82471494607092	23.912106402885208	0.3929121725731895	0.2434514637904468	-0.0061253033475735	2.822015246253e-4	-0.0042872203708508	0.015824111048294	0.0047929354486738	-0.0249949871667516	-0.184420736331549	0.0094043203768684	1.26498240542802e-85	84	DBN1_Q16643_OID30549_v1_Inflammation_II_MR_LDaware_overlap.tsv	5.638692063539804e-85	TRUE	8.189910536854272e-85	TRUE
DBNL	-0.145579442807493	0.0092327898380608	5.1943007784487675e-56	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.697382657461251	NA	NA	NA	1	0.486342570927717	0.697382657461251	74.6021213906893	23.4372433404223	0.226576311137301	0.604301708898055	3394	1	0	0	0	Q9UJU6	DREBRIN-LIKE PROTEIN-RELATED	scaffold/adaptor protein	NA	actin binding	2.1973026260071997e-12	-0.05140606025492	-5.00971032639877e-14	-0.0760424449976221	-0.141678461745504	0.144586854720123	NA	NA	NA	0.16495427563387	-0.214365301109995	0.752155888810022	430	74.31486046511625	23.629127125254975	0.6023255813953489	0.4767441860465116	-0.006488323983719	0.0055589130928788	-0.0022996395909682	0.0149886747374311	-0.0326545689925883	-0.0065514178670404	-0.145579442807493	0.0092327898380608	5.194300778448768e-56	84	DBNL_Q9UJU6_OID20681_v1_Inflammation_MR_LDaware_overlap.tsv	1.6510258903655967e-55	TRUE	2.11607822482036e-55	TRUE
DCAKD	NA	NA	NA	NA	0.419875545764728	0.0582431379042473	5.63588287771492e-13	1.34394130160894e-12	76	NA	NA	NA	NA	NA	NA	cg19407385	1.30956607986495	0.0125417419005567	0	66	0	NA	0.473174451613188	NA	0.212137225925567	2	0.268896264282836	0.518552084445561	NA	NA	NA	NA	NA	0	1	0	1	Q8WVC6	BIFUNCTIONAL COENZYME A SYNTHASE-RELATED	kinase	Coenzyme A biosynthesis	nucleotide binding	2.20070094929664e-12	-0.051400261536872	-4.98429662747571e-14	-0.0788190463216391	9.82674522401405	-0.140343337366184	-0.549865557825489	-0.914739469972143	-0.366995870250777	0.272856845742879	-0.138198930058884	-0.394431560856086	231	94.6183982683983	5.40528485473826	0.9826839826839828	0.948051948051948	-0.0066492280134848	4.347276952083e-4	-0.0058553459818762	0.0152075612583726	-0.0019907984988187	0.0228392574979452	NA	NA	NA	NA	NA	NA	NA	NA	NA
DCBLD2	-0.123105896972403	0.0087394707945619	4.6177537348137304e-45	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.589725554131236	NA	NA	NA	1	0.347776229195393	0.589725554131236	68.1328370927316	27.8499030933776	0.413533834586466	0.539181286549708	5985	1	0	0	0	Q96PD2	DISCOIDIN, CUB AND LCCL DOMAIN-CONTAINING PROTEIN 2	NA	NA	protein binding	2.20059860061156e-12	-0.0514002615368724	-4.98403641895431e-14	NA	NA	NA	NA	NA	NA	0.25082918181915	-0.110187688049895	-0.379295050396738	775	67.65797419354854	27.847292934270584	0.5316129032258065	0.4309677419354839	-0.0063428564794383	-4.233194307067e-4	0.0020930200552432	-0.0145974093139091	-0.0152840129135302	0.0162466814726948	-0.123105896972403	0.0087394707945619	4.6177537348137304e-45	84	DCBLD2_Q96PD2_OID21474_v1_Oncology_MR_LDaware_overlap.tsv	1.2884049832861818e-44	TRUE	1.58186441006297e-44	TRUE
