gene_symbol	MTI_continuous	GNN_EXERCISE_SUP_MTI_MULTI_pred	GNN_EXERCISE_SUP_MTI_MULTI_multi_prob	GNN_EXERCISE_SUP_MTI_MULTI_rank_MTIonly	GNN_EXERCISE_SUP_MTI_MULTI_rank_MTIonly_scaled	GNN_EXERCISE_SUP_MTI_MULTI_hybrid_score	GNN_EXERCISE_SUP_MTI_MULTI_rank	GNN_EXERCISE_SUP_MTI_MULTI_rank_scaled	MR_nominal_any
FCGR2A	-10.1284703067822	-5.7334623	0.07015082	2553	0.1541266158435532	-1.1536368	2447	0.1892608551541266	True
TBCB	-4.79140513963987	-4.785493	0.035132673	2351	0.22108054358634405	-1.1541952	2448	0.18892940006629103	True
L3HYPDH	-5.35007542813291	-4.739422	0.03272443	2338	0.22538945972820681	-1.1585901	2451	0.18793503480278423	True
PPM1F	-5.14933185142753	-5.027622	0.043255318	2398	0.20550215445807093	-1.1591332	2452	0.18760357971494862	True
GRHPR	-4.86936498414225	-4.729891	0.03225757	2337	0.22572091481604242	-1.1593053	2453	0.187272124627113	True
FGF2	-7.50734823532945	-5.2651286	0.051664762	2450	0.1882664898906198	-1.1612444	2455	0.18660921445144182	True
EPGN	-5.16283072205625	-4.7175756	0.031476215	2335	0.2263838249917136	-1.161331	2456	0.18627775936360624	True
CD101	0.0	-5.2102647	0.049539592	2436	0.19290686112031818	-1.1618857	2457	0.18594630427577064	True
GPHA2	-9.44926823711325	-4.9600472	0.04027547	2383	0.21047398077560492	-1.1621633	2458	0.18561484918793503	True
TAGLN3	-6.06141444351141	-4.8268614	0.033922885	2354	0.22008617832283725	-1.1711005	2460	0.18495193901226384	True
ECI2	-5.22324472641085	-5.2743406	0.05027956	2451	0.18793503480278423	-1.1719083	2461	0.18462048392442823	True
CLEC7A	-9.27971532936016	-5.6606145	0.064291365	2540	0.158435531985416	-1.1732712	2463	0.18395757374875704	True
SKAP2	-5.89147049755544	-5.2642865	0.04950513	2449	0.18859794497845542	-1.1744063	2464	0.18362611866092143	True
NOS3	-5.2107828749561	-5.611883	0.062307727	2527	0.16274444812727876	-1.1744345	2465	0.18329466357308585	True
CLMP	-5.51181229632037	-5.278588	0.04934204	2452	0.18760357971494862	-1.1786729	2466	0.18296320848525024	True
ROBO4	-6.20018100100452	-5.9417267	0.0735679	2581	0.14484587338415644	-1.1799555	2467	0.18263175339741464	True
CEP350	-5.33471476191356	-4.5939484	0.023583006	2315	0.23301292674842558	-1.181972	2468	0.18230029830957906	True
CD274	0.0	-4.8962646	0.034414146	2368	0.21544580709313887	-1.1838746	2469	0.18196884322174345	True
PLAT	-7.23768687085825	-5.214548	0.04575947	2438	0.192243950944647	-1.1862353	2470	0.18163738813390787	True
CA9	0.0	-5.3764205	0.05171934	2483	0.17732847199204507	-1.1862619	2471	0.18130593304607226	True
MCAM	-6.67580567293881	-4.653736	0.024975372	2325	0.2296983758700696	-1.1869837	2472	0.18097447795823665	True
PCBD1	-4.96777646186661	-4.8620777	0.032389868	2365	0.21644017235664567	-1.1886027	2473	0.18064302287040107	True
GPR158	-5.03445177162308	-4.771965	0.028892854	2344	0.22340072920119325	-1.1896961	2474	0.18031156778256546	True
AGXT	-9.16009807245187	-4.9247875	0.034496292	2374	0.21345707656612528	-1.1898648	2475	0.17998011269472985	True
USO1	-5.10580855252604	-5.3058214	0.048466086	2461	0.18462048392442823	-1.1902937	2476	0.17964865760689427	True
OPLAH	-7.29208424971728	-5.363374	0.050332706	2478	0.17898574743122306	-1.1918637	2477	0.17931720251905867	True
RTN4IP1	-5.56519573353682	-5.238699	0.045608968	2446	0.18959231024196221	-1.1926681	2478	0.17898574743122306	True
DRAXIN	-6.45265003035302	-5.0856643	0.039205156	2414	0.20019887305270137	-1.1974	2479	0.17865429234338748	True
RNASEH2A	-5.1410733724327	-5.0495434	0.037679486	2403	0.20384487901889295	-1.1986045	2480	0.17832283725555187	True
PAFAH2	-5.39203182774692	-5.01394	0.036217175	2394	0.2068279748094133	-1.199535	2481	0.17799138216771626	True
MAP2	-8.03118773173783	-5.347036	0.048142236	2470	0.18163738813390787	-1.2016858	2482	0.17765992707988068	True
LHB	-9.90342770518988	-5.197019	0.042481065	2434	0.1935697712959894	-1.2025132	2483	0.17732847199204507	True
NPTXR	-4.48184047909609	-5.374128	0.0489982	2482	0.17765992707988068	-1.2025653	2484	0.1769970169042095	True
PHLDB2	-6.35705470404886	-6.0381927	0.07344331	2602	0.1378853165396089	-1.2027031	2485	0.17666556181637388	True
SPOCK1	-7.65338367025991	-5.237449	0.04386481	2445	0.18992376532979782	-1.203168	2486	0.17633410672853828	True
NFKB2	-2.2058652204817	-5.697016	0.06027544	2544	0.15710971163407358	-1.2063961	2487	0.1760026516407027	True
COPB2	-5.74286283624819	-5.3174505	0.045834012	2465	0.18329466357308585	-1.209218	2488	0.1756711965528671	True
SAP18	-6.62350309234629	-5.371984	0.04769826	2481	0.17799138216771626	-1.2101147	2489	0.17533974146503148	True
AMFR	-5.57529829818089	-5.339367	0.0464392	2468	0.18230029830957906	-1.210469	2490	0.1750082863771959	True
ADGRE2	-11.7462756453568	-5.2508483	0.042854335	2448	0.18892940006629103	-1.2124687	2491	0.1746768312893603	True
MVK	-7.8639144056252	-5.2857256	0.04404936	2457	0.18594630427577064	-1.2130253	2493	0.1740139211136891	True
CD93	-5.9202693315843	-5.3615527	0.046796925	2476	0.17964865760689427	-1.2133116	2494	0.1736824660258535	True
SH2B3	-5.89678028567112	-5.6308255	0.056438897	2532	0.16108717268810077	-1.2150389	2495	0.17335101093801789	True
LBP	-5.42224922611636	-4.9345665	0.030374676	2376	0.2127941663904541	-1.2175779	2496	0.1730195558501823	True
CSDE1	-4.24099024721452	-5.351387	0.04521769	2473	0.18064302287040107	-1.2207605	2497	0.1726881007623467	True
MDGA1	-7.22408688037847	-5.5464096	0.05218465	2514	0.16705336426914152	-1.2221124	2498	0.17235664567451112	True
COMT	-2.9984997889169	-5.1323757	0.036594238	2426	0.19622141199867418	-1.2241861	2500	0.1716937354988399	True
CASP2	0.0	-5.7834935	0.059909426	2557	0.15280079549221082	-1.2283609	2501	0.17136228041100432	True
SAMD9L	-4.80678697038842	-5.673973	0.055428058	2542	0.15777262180974477	-1.2311193	2503	0.1706993702353331	True
HBEGF	-5.81474433230635	-5.31329	0.042010322	2463	0.18395757374875704	-1.2319133	2504	0.17036791514749752	True
ACADSB	-8.72383818452542	-5.2407756	0.039256614	2447	0.1892608551541266	-1.2324197	2505	0.17003646005966191	True
THSD1	-5.57593436396578	-4.853215	0.024362141	2360	0.21809744779582366	-1.2362216	2506	0.1697050049718263	True
TYMP	-12.7019690612406	-5.558194	0.050234176	2516	0.16639045409347034	-1.2368575	2507	0.16937354988399073	True
KIFBP	-5.80190608733895	-4.9232674	0.026833097	2372	0.2141199867417965	-1.2369025	2508	0.16904209479615512	True
LATS1	-8.45631141812236	-6.1834755	0.07314279	2624	0.1305933046072257	-1.2376602	2509	0.1687106397083195	True
CA4	0.0	-5.345872	0.042276986	2469	0.18196884322174345	-1.2376873	2510	0.16837918462048393	True
OTOA	-5.34122901435535	-5.4880686	0.047407027	2506	0.1697050049718263	-1.2383624	2511	0.16804772953264832	True
PLXNA4	-7.50686523012454	-5.730999	0.056061585	2552	0.1544580709313888	-1.2401938	2512	0.16771627444481274	True
SWAP70	-5.2554935560609	-5.363014	0.041963607	2477	0.17931720251905867	-1.2435305	2513	0.16738481935697713	True
ELOB	-5.63148395463262	-4.9038954	0.024912579	2369	0.2151143520053033	-1.2443643	2515	0.16672190918130594	True
FGF6	-7.66748657800371	-5.806244	0.057924252	2562	0.1511435200530328	-1.245819	2516	0.16639045409347034	True
STAU1	-5.22322693200778	-5.6302996	0.051103637	2530	0.16175008286377196	-1.2479087	2517	0.16605899900563473	True
ANGPTL2	-7.78636684633086	-5.4479	0.044281103	2496	0.1730195558501823	-1.2485397	2518	0.16572754391779915	True
CYB5R2	-5.39150217544656	-5.143449	0.032827448	2427	0.19588995691083858	-1.25	2519	0.16539608882996354	True
HAO1	-6.78869753501747	-5.302402	0.03848872	2460	0.18495193901226384	-1.251208	2520	0.16506463374212793	True
NUDC	-5.66757627857531	-5.47968	0.04491959	2505	0.17003646005966191	-1.251832	2521	0.16473317865429235	True
SIRPA	-4.98207289304672	-5.4079504	0.042241365	2491	0.1746768312893603	-1.2520505	2522	0.16440172356645674	True
AMIGO2	-5.61961776911927	-5.4634304	0.043994877	2499	0.1720251905866755	-1.2538476	2523	0.16407026847862113	True
SMC3	-6.46208738251437	-5.6327324	0.050217863	2534	0.16042426251242956	-1.25394	2524	0.16373881339078555	True
SERPINI2	-7.80834937468575	-6.2015038	0.07109939	2627	0.12959893934371894	-1.2544024	2525	0.16340735830294995	True
IL17A	-5.96009425917843	-5.2819796	0.03715081	2455	0.18660921445144182	-1.2548279	2526	0.16307590321511437	True
CRELD2	-4.72362865173449	-5.442666	0.042714603	2494	0.1736824660258535	-1.2570333	2527	0.16274444812727876	True
ITPA	-4.94297580220367	-5.3002815	0.03689622	2459	0.18528339410009945	-1.2605717	2528	0.16241299303944315	True
MERTK	-5.95189180059512	-6.218911	0.069780596	2630	0.12860457408021214	-1.2665229	2529	0.16208153795160757	True
KLRK1	-6.70032437977129	-5.8595123	0.056437653	2571	0.14816042426251244	-1.2671468	2530	0.16175008286377196	True
ANXA10	-7.38981605986081	-5.190784	0.03179119	2433	0.19390122638382498	-1.2671916	2531	0.16141862777593635	True
LRRC59	-5.75451639385565	-5.436368	0.04073426	2492	0.17434537620152468	-1.2678436	2532	0.16108717268810077	True
POF1B	-13.216643376981	-7.821081	0.12688202	2801	0.07192575406032482	-1.278459	2533	0.16075571760026516	True
SHMT1	-7.18992165259259	-5.394106	0.037443798	2488	0.1756711965528671	-1.2785614	2534	0.16042426251242956	True
MINDY1	-5.90837314454752	-5.2320538	0.0312718	2443	0.190586675505469	-1.2798054	2535	0.16009280742459397	True
TREML2	-7.07752743298454	-5.632242	0.04558338	2533	0.16075571760026516	-1.2824848	2536	0.15976135233675837	True
PPIB	-5.76001195639748	-5.3272333	0.033788837	2466	0.18296320848525024	-1.285926	2538	0.15909844216108718	True
SCN3A	-5.38822852398836	-5.0414977	0.023110365	2402	0.20417633410672853	-1.2868569	2539	0.15876698707325157	True
NDUFB7	-6.25410599020153	-5.331181	0.033651955	2467	0.18263175339741464	-1.2876717	2540	0.158435531985416	True
MAD1L1	-3.9257642496459	-5.590037	0.04294682	2520	0.16506463374212793	-1.2891722	2541	0.15810407689758038	True
TNFRSF11A	-6.3670007749953	-5.989212	0.057248406	2591	0.14153132250580047	-1.2916825	2542	0.15777262180974477	True
ODAM	-5.73403618975253	-5.369598	0.034090117	2480	0.17832283725555187	-1.2937148	2543	0.1574411667219092	True
TNFRSF8	-6.34013247536191	-5.9873953	0.056790054	2590	0.14186277759363605	-1.2941027	2544	0.15710971163407358	True
BTN2A1	0.0	-5.4695606	0.03770145	2501	0.17136228041100432	-1.2941586	2545	0.15677825654623798	True
SIGLEC7	-3.90232538251365	-5.0560355	0.02235129	2407	0.20251905866755054	-1.2948626	2546	0.1564468014584024	True
SORCS2	-4.46991544842757	-5.3143687	0.03168022	2464	0.18362611866092143	-1.2960334	2547	0.1561153463705668	True
MYL6B	-6.21788660137153	-5.7004766	0.045790635	2545	0.15677825654623798	-1.2967486	2548	0.15578389128273118	True
CINP	-5.90689003771946	-5.4901724	0.037983138	2507	0.16937354988399073	-1.2971127	2549	0.1554524361948956	True
RFC4	-6.9354104600552	-5.6039553	0.042165995	2525	0.16340735830294995	-1.2971711	2550	0.15512098110706	True
PRKG1	-6.43575783014505	-5.3768864	0.03368903	2484	0.1769970169042095	-1.2978553	2551	0.15478952601922438	True
NFX1	-6.63367845881481	-6.453515	0.07305245	2656	0.11998674179648658	-1.2997402	2552	0.1544580709313888	True
MMP10	-5.70696053279219	-5.5491123	0.03949348	2515	0.16672190918130594	-1.3012016	2553	0.1541266158435532	True
PLA2G4A	-11.0883074050979	-5.726121	0.044793043	2550	0.15512098110706	-1.3087595	2554	0.1537951607557176	True
IL34	-7.62424920122573	-6.066062	0.056978833	2607	0.13622804110043088	-1.3108575	2555	0.153463705667882	True
CHCHD6	-6.13013638760658	-5.768785	0.04588429	2556	0.1531322505800464	-1.3117319	2556	0.1531322505800464	True
PILRA	-6.3893472528398	-5.995872	0.0540834	2595	0.14020550215445807	-1.31277	2557	0.15280079549221082	True
NCAM2	-8.46927226977701	-5.163273	0.023372741	2430	0.19489559164733178	-1.3129779	2559	0.1521378853165396	True
PLEKHO1	-5.42017095954289	-5.856488	0.048022904	2569	0.14882333443818363	-1.3184891	2560	0.15180643022870402	True
TUBB3	-5.97751026342489	-6.0192513	0.053531736	2598	0.13921113689095127	-1.3215075	2562	0.1511435200530328	True
SIGLEC9	-7.98538685632384	-5.2021146	0.023251267	2435	0.1932383162081538	-1.3225781	2563	0.15081206496519722	True
TNFAIP8	-5.5907056940336	-5.5463333	0.035423763	2513	0.16738481935697713	-1.325733	2564	0.15048060987736162	True
DDX25	-5.61437307388031	-5.7923245	0.04431531	2560	0.15180643022870402	-1.3267963	2565	0.150149154789526	True
AFP	-4.82209565345799	-5.392432	0.029444484	2487	0.1760026516407027	-1.3276423	2566	0.14981769970169043	True
MEPE	-13.0410868481272	-5.4965806	0.03314094	2508	0.16904209479615512	-1.3285135	2567	0.14948624461385482	True
SIGLEC6	-7.53569457015988	-5.282902	0.02384555	2456	0.18627775936360624	-1.3373086	2570	0.14849187935034802	True
ITGB1	-5.7842589046064	-5.8528633	0.044557814	2568	0.14915478952601924	-1.3390889	2571	0.14816042426251244	True
HHEX	-6.35066969357487	-5.2187185	0.02106439	2441	0.1912495856811402	-1.3398831	2572	0.14782896917467683	True
PALM3	-5.8630403400322	-5.663251	0.036624197	2541	0.15810407689758038	-1.3449469	2573	0.14749751408684122	True
HSBP1	-8.72950581281639	-5.903478	0.045347895	2577	0.14617169373549885	-1.3457348	2574	0.14716605899900564	True
STAT2	-6.60825698862226	-6.1860447	0.055428132	2625	0.13026184951939013	-1.347781	2575	0.14683460391117004	True
MN1	-2.9795065586947	-5.7306514	0.03782682	2551	0.15478952601922438	-1.352866	2577	0.14617169373549885	True
ENO1	-7.23668202186509	-5.560948	0.031379264	2517	0.16605899900563473	-1.3540709	2578	0.14584023864766324	True
CLEC3B	-6.71265995574931	-5.8593106	0.04182604	2570	0.14849187935034802	-1.3574493	2579	0.14550878355982763	True
TLR3	-8.3968226996587	-5.973647	0.04561887	2586	0.14318859794497846	-1.3600456	2580	0.14517732847199205	True
S100G	-6.65515812020269	-5.6275964	0.03271833	2529	0.16208153795160757	-1.3609751	2581	0.14484587338415644	True
SSC4D	-6.22177208715439	-6.107046	0.0503541	2613	0.13423931057341731	-1.3611577	2582	0.14451441829632086	True
NHLRC3	-8.07861266272483	-5.915107	0.043259516	2578	0.14584023864766324	-1.3612972	2583	0.14418296320848525	True
HEPH	-7.62819556452398	-5.9923944	0.045539867	2593	0.14086841233012926	-1.3648051	2584	0.14385150812064965	True
SPAG1	-5.67514273771075	-6.559395	0.066331334	2672	0.114683460391117	-1.365421	2585	0.14352005303281407	True
ENTPD6	-6.4385892639435	-6.073879	0.048182577	2608	0.1358965860125953	-1.3670285	2586	0.14318859794497846	True
PMM2	-8.60082396851975	-5.630413	0.031690437	2531	0.16141862777593635	-1.3679726	2587	0.14285714285714285	True
TACC3	-8.5388138225687	-6.43847	0.061053883	2655	0.12031819688432217	-1.3705037	2588	0.14252568776930727	True
PCNA	-8.47435696964755	-5.64507	0.031477638	2536	0.15976135233675837	-1.3726276	2589	0.14219423268147166	True
CORO1A	-5.52535459818538	-5.7498703	0.03511182	2554	0.1537951607557176	-1.3740323	2590	0.14186277759363605	True
RAB2B	-6.87895400522681	-5.9434757	0.04208008	2582	0.14451441829632086	-1.3750532	2591	0.14153132250580047	True
CTSV	-5.54341142579544	-5.6465397	0.031133559	2537	0.15942989724892276	-1.37509	2592	0.14119986741796486	True
LILRB1	-7.69739679166724	-6.530755	0.06353159	2666	0.1166721909181306	-1.3762078	2593	0.14086841233012926	True
ENPP6	-5.84504342960155	-6.172246	0.050286274	2621	0.1315876698707325	-1.376431	2594	0.14053695724229368	True
CRYZL1	-5.47040764757907	-5.7143097	0.03339114	2548	0.15578389128273118	-1.3765702	2595	0.14020550215445807	True
PDCD1	-5.93247044270379	-5.865566	0.038275845	2573	0.14749751408684122	-1.3808262	2597	0.13954259197878688	True
PPP2R5A	-6.86919003101076	-6.1389403	0.04829323	2617	0.1329134902220749	-1.3811669	2598	0.13921113689095127	True
CXCL3	-7.20388502442645	-5.8240814	0.03643328	2563	0.15081206496519722	-1.3827684	2600	0.13854822671528008	True
MRPL24	-6.02555293645606	-5.712727	0.032310933	2547	0.1561153463705668	-1.382889	2601	0.13821677162744447	True
DNAJC6	-7.29095058167256	-6.80474	0.07237696	2700	0.10540271793172025	-1.3839345	2602	0.1378853165396089	True
CSF2RB	-5.08802014154179	-6.555036	0.06270068	2671	0.1150149154789526	-1.3868775	2603	0.13755386145177328	True
NPPC	-4.1100308925523	-5.2148943	0.012889259	2439	0.19191249585681142	-1.3895612	2605	0.1368909512761021	True
DLK1	-6.66416515359835	-6.1225123	0.046248447	2615	0.1335764003977461	-1.3900678	2606	0.1365594961882665	True
PLTP	-10.4348285863877	-5.5995727	0.026947053	2524	0.16373881339078555	-1.3902763	2607	0.13622804110043088	True
VIPR1	-7.67401368525275	-6.0542	0.043650683	2604	0.13722240636393768	-1.3905674	2608	0.1358965860125953	True
OGA	-7.47950069426009	-6.7086115	0.06713831	2688	0.10938017898574744	-1.3944263	2609	0.1355651309247597	True
LEO1	-5.01929877112178	-5.879941	0.03645312	2574	0.14716605899900564	-1.3953718	2610	0.13523367583692408	True
SPTLC1	-6.32956506772395	-5.8267074	0.0340123	2564	0.15048060987736162	-1.3983363	2612	0.1345707656612529	True
FIS1	-5.57210328091008	-5.9846244	0.039403297	2589	0.14219423268147166	-1.4009794	2614	0.1339078554855817	True
ST3GAL1	-5.8358408143404	-5.979387	0.039107785	2587	0.14285714285714285	-1.4016134	2615	0.1335764003977461	True
MESD	-5.93793389631348	-5.5688314	0.023898918	2518	0.16572754391779915	-1.4021204	2616	0.13324494530991052	True
NPDC1	-7.44897367929409	-5.7853785	0.031474113	2558	0.1524693404043752	-1.404615	2617	0.1329134902220749	True
GUCY2C	-5.83369267510587	-6.141819	0.044462014	2618	0.1325820351342393	-1.4055123	2618	0.1325820351342393	True
IL9	-7.48848153298382	-5.844961	0.03348272	2566	0.14981769970169043	-1.4057696	2619	0.13225058004640372	True
SERPINB1	-6.01440551364388	-5.86232	0.03407875	2572	0.14782896917467683	-1.4060389	2620	0.1319191249585681	True
EIF2AK2	-7.32307217048653	-6.4922485	0.05727568	2661	0.11832946635730858	-1.4061176	2621	0.1315876698707325	True
ICOSLG	-6.62382564837397	-6.1937785	0.045731504	2626	0.12993039443155452	-1.4095002	2622	0.13125621478289692	True
RRAS	-7.6751369351093	-6.3652906	0.051470876	2642	0.12462711302618495	-1.4130864	2624	0.1305933046072257	True
CHGA	-7.23818429265899	-6.3714914	0.051099647	2643	0.12429565793834936	-1.4167945	2626	0.12993039443155452	True
FNTA	-5.78058489697571	-6.2385607	0.046154395	2633	0.12761020881670534	-1.4170878	2627	0.12959893934371894	True
ERBB3	-7.62340549912984	-6.846533	0.06845942	2707	0.10308253231687106	-1.4176792	2628	0.12926748425588333	True
PRSS27	-5.62451257712045	-5.9932537	0.036658216	2594	0.14053695724229368	-1.419919	2629	0.12893602916804772	True
ADA	-11.1157902293811	-6.22369	0.0450798	2631	0.12827311899237653	-1.4203446	2630	0.12860457408021214	True
NPHS1	-3.90793629256981	-5.5952353	0.020119911	2523	0.16407026847862113	-1.4315026	2631	0.12827311899237653	True
ARG2	-10.8873595927016	-6.0067267	0.035068687	2596	0.13987404706662246	-1.432817	2633	0.12761020881670534	True
TPT1	-6.57231174418994	-5.940176	0.032526836	2579	0.14550878355982763	-1.4333723	2634	0.12727875372886974	True
ITGB7	-5.72200316872153	-6.1746073	0.041156407	2623	0.13092475969506132	-1.433422	2635	0.12694729864103413	True
TNXB	-5.79474443432053	-6.033713	0.03592536	2600	0.13854822671528008	-1.4336681	2636	0.12661584355319855	True
FKBP1B	-7.83789807191022	-5.885513	0.029684247	2576	0.14650314882333443	-1.4384954	2637	0.12628438846536294	True
VSIG10L	-6.82963200774654	-6.67053	0.058506712	2682	0.11136890951276102	-1.4391224	2638	0.12595293337752733	True
ITPRIP	-6.85138923497689	-6.297653	0.04475568	2637	0.12628438846536294	-1.4391992	2639	0.12562147828969175	True
TXNDC5	-6.10144710985095	-6.2457094	0.04268099	2635	0.12694729864103413	-1.4401937	2640	0.12529002320185614	True
PCBP2	-6.4676515315006	-6.333107	0.045826726	2639	0.12562147828969175	-1.4406538	2641	0.12495856811402055	True
PTS	-6.16647254535212	-5.949122	0.031352405	2583	0.14418296320848525	-1.4426723	2642	0.12462711302618495	True
FAM3D	-9.84832162099729	-7.1893625	0.076866604	2742	0.09148160424262512	-1.4437997	2644	0.12396420285051375	True
MANF	-7.42069522979974	-6.0603113	0.03523782	2605	0.1368909512761021	-1.4439791	2645	0.12363274776267816	True
TSPAN7	-7.27288951935174	-5.968774	0.03174385	2585	0.14352005303281407	-1.444729	2646	0.12330129267484256	True
PTPRB	-10.2023884314978	-6.504566	0.05134423	2663	0.11766655618163739	-1.4455998	2647	0.12296983758700696	True
DNAJB8	-6.90934667109526	-6.038192	0.034150973	2601	0.13821677162744447	-1.4456601	2648	0.12263838249917136	True
ARSB	-9.0159278663871	-6.01916	0.032862756	2597	0.13954259197878688	-1.4492896	2649	0.12230692741133577	True
THY1	-7.36575519515173	-6.1055155	0.036008753	2612	0.1345707656612529	-1.4495108	2650	0.12197547232350017	True
SLIRP	-7.04376756131012	-6.502545	0.050437458	2662	0.11799801126947299	-1.4507462	2651	0.12164401723566456	True
MMP12	-6.79746069886865	-6.881791	0.06417167	2709	0.10241962214119987	-1.4522245	2652	0.12131256214782897	True
KCNIP4	-6.94393073939385	-6.520256	0.050221857	2664	0.11733510109380178	-1.4561144	2653	0.12098110705999338	True
TMED1	-7.4158088992882	-6.146778	0.036255278	2619	0.13225058004640372	-1.4573871	2654	0.12064965197215777	True
WASF1	-6.47950474480646	-6.419409	0.046290178	2650	0.12197547232350017	-1.4574498	2655	0.12031819688432217	True
ALPP	-12.1426902749035	-6.1537323	0.03566128	2620	0.1319191249585681	-1.4626442	2658	0.11932383162081538	True
NDUFA5	-5.51279862581389	-6.0238523	0.0306178	2599	0.1388796818031157	-1.4642398	2659	0.11899237653297978	True
THBS4	-6.88607031443638	-6.3909903	0.04367203	2647	0.12296983758700696	-1.4671642	2660	0.11866092144514419	True
B4GAT1	0.0	-6.1167116	0.03321948	2614	0.1339078554855817	-1.4693085	2661	0.11832946635730858	True
NPHS2	-7.53232757302423	-6.5414395	0.048746802	2667	0.116340735830295	-1.4700612	2662	0.11799801126947299	True
DLL1	-6.73827041187763	-6.6963825	0.053957593	2685	0.11037454424925422	-1.4731408	2664	0.11733510109380178	True
TCOF1	-10.6178958115576	-6.226402	0.036025774	2632	0.12794166390454093	-1.4769462	2665	0.11700364600596619	True
ENSA	-6.06501451050031	-5.847558	0.021903746	2567	0.14948624461385482	-1.4779577	2666	0.1166721909181306	True
DUSP3	-5.78511788655072	-6.050604	0.02930873	2603	0.13755386145177328	-1.4784291	2667	0.116340735830295	True
UHRF2	-5.8274493794353	-7.1400337	0.06878512	2734	0.0941332449453099	-1.4825318	2668	0.11600928074245939	True
PHACTR2	-6.31828509852508	-6.621581	0.04927246	2679	0.11236327477626781	-1.485069	2669	0.1156778256546238	True
SIGLEC8	-7.72815811597714	-5.838604	0.019761542	2565	0.150149154789526	-1.4891636	2670	0.1153463705667882	True
VASP	-7.74698921996347	-6.619215	0.048394393	2678	0.11269472986410341	-1.4899592	2671	0.1150149154789526	True
ALPI	-7.69547531424811	-6.1294246	0.03026742	2616	0.13324494530991052	-1.4904584	2672	0.114683460391117	True
LGALS4	-6.80800940010512	-7.1073008	0.066185504	2731	0.0951276102088167	-1.4911487	2673	0.1143520053032814	True
NAA10	-0.0616642975741761	-5.3472424	0.001062931	2472	0.18097447795823665	-1.4928393	2676	0.11335764003977461	True
STAT5B	-4.79750997222679	-6.7003174	0.049820222	2687	0.10971163407358303	-1.49962	2678	0.11269472986410341	True
DPY30	-6.39890133896513	-6.4168396	0.0390541	2649	0.12230692741133577	-1.5016074	2679	0.11236327477626781	True
CGN	-8.0857731469165	-7.1473	0.06566591	2736	0.09347033476963872	-1.5034742	2680	0.11203181968843222	True
ASS1	-9.0478900782301	-6.560604	0.043986216	2673	0.1143520053032814	-1.5038636	2681	0.11170036460059662	True
ACY1	-10.9249955323954	-6.2851496	0.033065766	2636	0.12661584355319855	-1.5086331	2682	0.11136890951276102	True
RAPGEF2	-10.3766805658408	-7.1062	0.063197486	2730	0.09545906529665231	-1.5093739	2683	0.11103745442492542	True
DAPK2	-7.05641023878934	-6.602993	0.04453771	2676	0.11335764003977461	-1.5101106	2684	0.11070599933708983	True
GNE	-7.00022107728898	-6.374277	0.035942372	2645	0.12363274776267816	-1.5111516	2686	0.11004308916141863	True
VAV3	-5.35705485048672	-6.7473526	0.049534854	2693	0.10772290354656944	-1.5121002	2687	0.10971163407358303	True
TNPO1	-5.50736236485382	-5.4602156	0.0010641635	2498	0.17235664567451112	-1.5185696	2688	0.10938017898574744	True
ANPEP	-13.8107838648251	-6.747774	0.048275005	2694	0.10739144845873384	-1.5199864	2689	0.10904872389791183	True
LGALS1	-6.16694260163036	-6.241211	0.029094243	2634	0.12727875372886974	-1.52318	2690	0.10871726881007623	True
TMPRSS11B	-6.643873640189	-6.373044	0.03334696	2644	0.12396420285051375	-1.5269189	2691	0.10838581372224064	True
COPE	-6.71691047698993	-6.3510504	0.03212745	2641	0.12495856811402055	-1.5294487	2692	0.10805435863440503	True
SRC	-6.24196162945358	-6.986292	0.055395447	2718	0.09943652635067948	-1.5302985	2693	0.10772290354656944	True
RECK	-6.64817240698331	-6.6537952	0.042962786	2681	0.11170036460059662	-1.531423	2694	0.10739144845873384	True
DDC	-14.754302350248	-6.628686	0.041954685	2680	0.11203181968843222	-1.5319359	2695	0.10705999337089825	True
SCARB2	-7.22324846177198	-6.4265394	0.034123883	2652	0.12131256214782897	-1.5343024	2696	0.10672853828306264	True
GH2	-7.27275217854796	-6.4262924	0.0340166	2651	0.12164401723566456	-1.5349095	2697	0.10639708319522705	True
PIK3AP1	-6.6821859775839	-7.1491723	0.060331088	2737	0.09313887968180312	-1.5368879	2698	0.10606562810739145	True
DLGAP5	-8.61376483931687	-6.8018274	0.047408983	2698	0.10606562810739145	-1.537656	2699	0.10573417301955584	True
DNAJB14	-6.85386954004846	-6.792549	0.046938065	2696	0.10672853828306264	-1.5384539	2700	0.10540271793172025	True
IFIT1	-10.0088711456142	-6.300578	0.02809441	2638	0.12595293337752733	-1.5428877	2701	0.10507126284388466	True
LY75	-9.44706036247991	-7.059643	0.055927586	2725	0.0971163407358303	-1.5437192	2702	0.10473980775604906	True
THRAP3	-11.5796698348398	-6.530051	0.03589746	2665	0.11700364600596619	-1.5469182	2703	0.10440835266821345	True
TIMM10	-5.67877634218679	-5.587702	0.00093077443	2519	0.16539608882996354	-1.5484388	2704	0.10407689758037786	True
PKD1	-13.0961181975743	-6.834509	0.046520352	2704	0.10407689758037786	-1.5505962	2705	0.10374544249254226	True
NUBP1	-6.78482206824198	-6.4313574	0.031056147	2653	0.12098110705999338	-1.5543689	2707	0.10308253231687106	True
